year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2020,3,19,528.0,25550.0,48.390151515151516,100.0,0.0,30.416666666666668,90.0,0.0,22.0,2020-03-19,22.5,26.818181818181817,85.0,0.0,8,11.0,3.0,2.0,305.0,133.0,90.0,0.0,9150.0,8750.0,7650.0,0.0
2020,3,20,219.0,12549.8,57.30502283105022,80.0,0.0,23.1725,70.0,0.0,9.125,2020-03-20,7.5,37.83090909090909,26.666666666666668,0.0,8,11.0,3.0,2.0,30.0,160.0,29.0,0.0,900.0,9329.8,2320.0,0.0
2020,3,21,330.0,13350.0,40.45454545454545,60.0,0.0,28.75,25.0,0.0,13.75,2020-03-21,21.176470588235293,47.142857142857146,,,17,7.0,,,220.0,110.0,,,7200.0,6150.0,,
2020,3,22,180.0,5200.0,28.88888888888889,30.0,0.0,8.333333333333334,40.0,0.0,7.5,2020-03-22,8.333333333333334,,,,24,,,,180.0,,,,5200.0,,,
2020,3,23,248.0,19900.0,80.24193548387096,100.0,0.0,23.125,67.0,0.0,10.333333333333334,2020-03-23,7.5,17.727272727272727,100.0,0.0,8,11.0,3.0,2.0,40.0,86.0,122.0,0.0,1200.0,6500.0,12200.0,0.0
2020,3,24,1265.0,68321.54,54.009122529644266,85.0,0.0,49.39000000000001,104.0,0.0,52.708333333333336,2020-03-24,30.0,59.277272727272724,77.77,30.0,8,11.0,3.0,2.0,345.0,654.0,256.0,10.0,10350.0,37587.3,19784.239999999998,600.0
2020,3,25,460.0,24984.739999999998,54.31465217391304,80.0,0.0,32.87416666666667,97.0,0.0,19.166666666666668,2020-03-25,18.75,38.63636363636363,71.32666666666667,0.0,8,11.0,3.0,2.0,143.0,118.0,199.0,0.0,4290.0,7115.0,13579.739999999998,0.0
2020,3,26,597.0,38420.0,64.35510887772195,80.0,0.0,43.5,64.0,0.0,29.85,2020-03-26,7.5,49.09090909090909,80.0,30.0,4,11.0,3.0,2.0,20.0,391.0,160.0,26.0,600.0,23460.0,12800.0,1560.0
2020,3,27,102.0,6820.0,66.86274509803921,80.0,0.0,8.333333333333334,37.0,0.0,4.25,2020-03-27,0.0,5.454545454545454,26.666666666666668,30.0,8,11.0,3.0,2.0,0.0,37.0,35.0,30.0,0.0,2220.0,2800.0,1800.0
2020,3,28,550.0,14850.0,27.0,55.0,0.0,19.35,50.0,0.0,27.5,2020-03-28,20.846153846153847,16.571428571428573,,,13,7.0,,,460.0,90.0,,,11600.0,3250.0,,
2020,3,29,330.0,9900.0,30.0,30.0,0.0,9.0,70.0,0.0,16.5,2020-03-29,9.0,,,,20,,,,330.0,,,,9900.0,,,
2020,3,30,930.0,65700.0,70.64516129032258,100.0,0.0,60.5,70.0,0.0,46.5,2020-03-30,15.0,62.27272727272727,100.0,82.5,4,11.0,3.0,2.0,110.0,580.0,140.0,100.0,3300.0,40150.0,14000.0,8250.0
2020,3,31,1604.0,85828.4,53.50897755610972,85.0,21.0,51.645,130.0,40.0,80.2,2020-03-31,25.5,53.626363636363635,65.33666666666666,72.5,4,11.0,3.0,2.0,224.0,875.0,365.0,140.0,5694.0,46350.1,23884.3,9900.0
2020,4,1,1511.0,51493.0,34.07875579086698,54.0,0.0,24.875,112.0,0.0,62.958333333333336,2020-04-01,17.25,27.0,54.0,0.0,8,11.0,3.0,2.0,362.0,899.0,250.0,0.0,8326.0,29667.0,13500.0,0.0
2020,4,2,844.0,31884.94,37.77836492890995,65.0,0.0,35.04083333333333,87.0,0.0,35.166666666666664,2020-04-02,17.25,39.60363636363636,53.0,54.17,8,11.0,3.0,2.0,180.0,421.0,128.0,115.0,4140.0,14725.84,6784.0,6235.1
2020,4,3,1169.0,38597.0,33.01710863986313,53.0,0.0,31.916666666666668,75.0,0.0,48.708333333333336,2020-04-03,17.25,33.0,53.0,53.0,8,11.0,3.0,2.0,410.0,553.0,185.0,21.0,9430.0,18249.0,9805.0,1113.0
2020,4,4,770.0,20060.0,26.051948051948052,33.0,0.0,21.25,65.0,0.0,32.083333333333336,2020-04-04,20.294117647058822,23.571428571428573,,,17,7.0,,,535.0,235.0,,,12305.0,7755.0,,
2020,4,5,174.0,4002.0,23.0,23.0,0.0,5.75,50.0,0.0,7.25,2020-04-05,5.75,,,,24,,,,174.0,,,,4002.0,,,
2020,4,6,445.0,15474.94,34.77514606741573,85.0,0.0,28.01375,81.0,0.0,18.541666666666668,2020-04-06,22.791249999999998,29.09090909090909,0.0,85.0,8,11.0,3.0,2.0,310.0,120.0,0.0,15.0,7099.9400000000005,7100.0,0.0,1275.0
2020,4,7,1406.0,49567.0,35.253911806543385,55.0,0.0,27.5,120.0,0.0,58.583333333333336,2020-04-07,20.125,26.181818181818183,52.0,27.5,8,11.0,3.0,2.0,220.0,865.0,276.0,45.0,5060.0,27680.0,14352.0,2475.0
2020,4,8,1616.0,50861.65,31.473793316831685,51.0,0.0,27.012083333333333,100.0,0.0,67.33333333333333,2020-04-08,22.0,29.09090909090909,50.76333333333333,0.0,8,11.0,3.0,2.0,535.0,841.0,240.0,0.0,11770.0,26912.0,12179.65,0.0
